Temperature (K), Example 1 Maximum Density (g/cm3), Example 2 Maximum Density (g/cm3)

285	0.017212036090225567	0.02024114384787472

290	0.01672153834586466	0.019816839149888146

295	0.016662512781954887	0.0199906774049217

300	0.016545854887218044	0.02019036621923937

305	0.01663138120300752	0.020406914988814317

310	0.017429781954887216	0.020854064876957495

315	0.01903493834586466	0.02102897874720358

325	0.02776367142857143	0.0420204062639821

330	0.029160897744360904	0.04202359955257271

345	0.031028242105263157	0.0420236

350	0.031309406015037594	0.0420236

355	0.03151325639097744	0.0420236

360	0.03165679097744361	0.0420236


